Rom	Game Title (Optimized)	Recommended Emulator	Pi 3B+ (OC 1700)	FPS	Visuals	Audio	Controls	Notes
hangly	Pac-Man (Bootleg: Hangly-Man)	lr-fbneo	o	o	o	o	o	Fairly popular Pac-Man hack at the time
hangman	Hangman (Status Games)	lr-mame2016	o	o	o	o	o	Funky controls, but they work
hangon	Hang-On	lr-fbneo	o	o	o	o	o	Leverages 2015 analog control
hangonjr	Hang-On Jr.	lr-fbneo	o	o	o	o	o	Leverages 2015 analog control
hangzo	[Proto] Hangzo	lr-fbneo	o	o	o	o	o	
happy6	Happy 6-in-1	lr-fbneo	o	o	o	o	o	PGM
harddriv	Hard Drivin'	advmame	!	o	o	o	-	Need to manually tweak analog controls
harddunk	Hard Dunk	lr-mame2016	o	o	o	o	o	Dual monitor support. Set in Video Options
hardhat	Hard Hat	lr-mame2016	o	o	o	o	o	
hardhea2	Hard Head 2	lr-fbneo	o	o	o	o	o	
hardhead	Hard Head	lr-fbneo	o	o	o	o	o	
hardyard	Hard Yardage	lr-fbneo	o	o	o	o	o	
hasamu	Hasamu	lr-fbneo	o	o	o	o	o	
hatena	Adventure Quiz 2: Hatena? no Daibouken	lr-fbneo	o	o	o	o	o	
hatris	Hatris	lr-fbneo	o	o	o	o	o	
hattrick	Hat Trick	lr-mame2016	o	o	o	o	o	
hayaosi1	[Quiz] Hayaoshi Quiz Ouza Ketteisen: The King of Quiz	lr-fbneo	o	o	o	o	o	
hbarrel	Heavy Barrel	lr-fbneo	o	o	o	o	o	Used MAME 2003 to set L/R bumpers for gun rotation
hcastle	Haunted Castle	lr-fbneo	o	o	o	o	o	
hcrash	Hyper Crash	lr-fbneo	o	o	o	o	o	
hdrivair	[Proto] Hard Drivin's Airborne	advmame	!	o	o	o	?	Use advmame Video Option Magnification 2; So far, haven't been able to get controls to work. Might need different emu, but at performance cost.
headon	Head On	lr-fbneo	o	o	o	o	o	Clone: Super Crash (supcrash)
headon2	Head On 2	lr-mame2016	o	o	o	o	o	
headonmz	Head-On (Alt Maze)	lr-fbneo	o	o	o	o	o	
heartatk	Heart Attack	lr-mame2016	o	o	o	o	o	
heatbrl	Heated Barrel	lr-fbneo	o	o	o	o	o	
heberpop	Hebereke No Popoon	lr-fbneo	o	o	o	o	o	Very fun. Columns-version of Puyo Puyo
hedpanic	Head Panic	lr-fbneo	o	o	o	o	o	
heiankyo	Heiankyo Alien	lr-mame2016	o	o	o	x	o	No audio
helifire	Helifire	lr-mame2016	o	o	o	-	o	No sound when sub explodes. See PCB video at 04:15 mark
hellfire	Hellfire	lr-fbneo	o	o	o	o	o	
herbiedk	Herbie at the Olympics	lr-fbneo	o	o	o	o	o	
hero	Hero	lr-mame2016	o	o	o	o	o	Clone (herodk)
heuksun	Heuk Sun Baek Sa (Korea)	lr-fbneo	o	o	o	o	o	
hexa	[Adult] Hexa	lr-fbneo	o	o	o	o	o	
hexion	Hexion	lr-fbneo	o	o	o	o	o	
hgkairak	[Adult] Taisen Hot Gimmick Kairakuten	lr-fbneo	o	o	o	o	kb	
hgokou	Hanafuda Hana Gokou	lr-mame2016	o	o	o	o	kb	
hharry	Hammerin' Harry	lr-fbneo	o	o	o	o	o	Clone: (dkgensan, dkgensanm72)
hidctch2	Hidden Catch 2	lr-fbneo	?	x	o	o	o	About 40FPS on Pi4B
hidctch3	Hidden Catch 3	lr-fbneo	?	o	o	o	o	
hidnc2k	Hidden Catch 2000	lr-fbneo	?	o	o	o	o	
hidnctch	Hidden Catch	lr-fbneo	?	o	o	o	o	
higemaru	Pirate Ship Higemaru	lr-fbneo	o	o	o	o	o	
highsplt	Space Fever High Splitter	lr-mame2016	o	o	o	o	o	Will need to use keyboard or map GAME-A, B, and C to buttons. Tip: It's safe to duplicate/map existing fire buttons to GAME buttons
hiimpact	High Impact Football	lr-fbneo	o	o	o	o	o	
himesiki	Himeshikibu	lr-fbneo	o	o	o	o	o	
hippodrm	Hippodrome	lr-fbneo	o	o	o	o	o	Clone: (ffantasy)
histryma	History of Martial Arts, The	lr-mame2016	o	o	o	x	o	Bootleg of Fighter's History. No audio
hitice	Hit the Ice	lr-fbneo	o	o	o	o	o	
hitnmiss	Hit 'N Miss	lr-mame2016	o	o	o	o	lg	Exidy Shooter
hjingi	Hana Jingi	lr-mame2016	o	o	o	o	kb	
hkagerou	Hana Kagerou	lr-mame2016	o	o	o	o	kb	
hnayayoi	[Adult] Hana Yayoi	lr-mame	o	o	o	o	kb	MAME maps letters A-H to numbers 1-8
hngmnjpm	Hangman (JPM)	lr-mame2016	x	o	o	o	o	Very long load & initialization time
hnkochou	Hana Kochou	lr-mame2016		o	o	o	kb	
hoccer	Hoccer	lr-fbneo	o	o	o	o	o	
hogalley	Vs. Hogan's Alley	lr-mame2016	o	o	o	o	lg	
holeland	Hole Land	lr-fbneo	o	o	o	o	o	
holo	Holosseum	lr-mame2016	o	o	o	o	o	
homerun	Moero!! Pro Yakyuu Homerun Kyousou	lr-mame2016	o	o	o	o	o	Download/install samples
honeydol	[Adult] Honey Dolls	lr-fbneo	o	o	o	o	o	
hook	Hook	lr-fbneo	o	o	o	o	o	
hoops96	Hopper '96	lr-fbneo	o	o	o	o	o	Clone: (ddream95)(hoops95)
hopmappy	Hopping Mappy	lr-fbneo	o	o	o	o	o	
hopprobo	Hopper Robo	lr-fbneo	o	o	o	o	o	
horekid	Kid no Hore Hore Daisakusen	lr-fbneo	o	o	o	o	o	Clone: (boobhack)
horizon	Horizon	lr-fbneo	o	o	o	o	o	
horshoes	American Horseshoes	lr-fbneo	o	o	o	o	o	
hotblock	[Adult] Hot Blocks	lr-mame	o	o	o	o	o	
hotchase	Hot Chase	lr-mame	o	o	o	o	o	
hotdebut	[Quiz] Quiz de Idol! Hot Debut	lr-fbneo	o	o	o	o	o	
hotdogst	Hotdog Storm	lr-fbneo	o	o	o	o	o	A little slow (57fps) , but you can't feel it.
hotgm4ev	[Adult] Taisen Hot Gimmick 4 Ever	lr-fbneo	o	o	o	o	kb	
hotgmck	[Adult] Taisen Hot Gimmick	lr-fbneo	o	o	o	o	kb	
hotgmck3	[Adult] Taisen Hot Gimmick 3	lr-fbneo	o	o	o	o	kb	
hotgmcki	[Adult] Hot Gimmick Intregal	lr-fbneo	o	o	o	o	o	Dual monitor
hotmemry	[Adult] Hot Memory	lr-fbneo	o	o	o	o	o	
hotmind	Hot Mind (Italian)	lr-fbneo	o	o	o	o	o	
hotpinbl	[Adult] Hot Pinball	lr-fbneo	o	o	o	o	o	
hotrod	Hot-Rod	lr-fbneo	o	o	o	o	o	
hotshock	Hot Shocker	lr-fbneo	o	o	o	o	o	
hotsmash	Vs. Hot Smash	lr-mame2016	o	o	o	o	o	
housemn2	[Adult] House Mannequin Roppongi Live Hen	lr-mame	o	o	o	o	kb	
housemnq	[Adult] House Mannequin	lr-mame	o	o	o	o	kb	
hparadis	[Adult] Super Hana Paradise	lr-mame	o	o	o	o	kb	
hrdtimes	Hard Times	lr-mame2016	o	o	o	x	o	No audio with any emulator
hsf2	Hyper Street Fighter II The Anniversary Edition	lr-fbneo	o	o	o	o	o	
hstennis	Hot Shots Tennis	lr-mame2016	o	o	o	o	o	
htchctch	Hatch Catch	lr-fbneo	o	o	o	o	o	
htengoku	Hanafuda Hana Tengoku	lr-mame2016	x	o	o	o	kb	
hunchbak	Hunchback	lr-mame2016	o	o	o	o	o	
huncholy	Hunchback Olympic	lr-mame2016	o	o	o	o	o	Clone: (hncholms, herbiedk)
hustle	Hustle	lr-fbneo	o	o	o	o	o	
hustler	Video Hustler	lr-fbneo	o	o	o	o	o	Clone: Billiard (billiard) Video Pool (vpool)
hvnsgate	Heaven's Gate	lr-mame2016	x	o	o	o	o	Sega Titan. Actually works with lr-mame2016!
hvoltage	High Voltage	lr-mame2016	o	o	o	o	o	
hvymetal	Heavy Metal	lr-fbneo	o	o	o	o	o	
hvysmsh	Heavy Smash	lr-fbneo	o	o	o	o	o	
hvyunit	Heavy Unit	lr-fbneo	o	o	o	o	o	
hwchamp	Heavyweight Champ	lr-fbneo	o	o	o	o	o	
hwrace	High Way Race	lr-fbneo	o	o	o	o	o	
hydra	Hydra	lr-fbneo	o	o	o	o	o	To avoid throttle issues, set lr-fbneo analog to 100%
hyperpac	Hyper Pacman	lr-fbneo	o	o	o	o	o	
hyperspt	Hyper Sports	lr-fbneo	o	o	o	o	o	Clone: (hpolym84)
hyprduel	Hyper Duel	lr-fbneo	o	o	o	o	o	Flawless with advmame. Low FPS with any other MAME.
hypreac2	[Adult] Mahjong Hyper Reaction 2	lr-fbneo	o	o	o	o	kb	
hypreact	[Adult] Mahjong Hyper Reaction	lr-fbneo	o	o	o	o	kb	
ibara	Ibara	lr-mame2016	?	-	o	o	o	MAME 2016 for best performance + CPU Overclock to 43%
ibarablk	Ibara Kuro Black Label	lr-mame2016	?	-	o	o	o	Cave Shooter. MAME 2016 for best performance
iceclimb	Vs. Ice Climber	lr-mame2016	o	o	o	o	lg	
ichir	Puzzle & Action: Ichidant-R	lr-mame2016	o	o	o	o	o	Old ROM name: (ichidnte)
idhimitu	[Adult] Idol no Himitsu	lr-mame	o	o	o	o	kb	
idoimj	[Adult] Idol-Mahjong Housoukyoku	lr-mame	o	o	o	o	kb	
idsoccer	Indoor Soccer	lr-mame2016	o	o	o	o	o	
iemoto	[Adult] Iemoto	lr-mame	o	o	o	o	kb	
igmo	IGMO	lr-fbneo	o	o	o	o	o	
ikari	Ikari Warriors	lr-fbneo	o	o	o	o	o	Use L/R bumpers to rotate
ikari3	Ikari III The Rescue	lr-fbneo	o	o	o	o	o	Use L/R bumpers to rotate
ikki	Ikki	lr-fbneo	o	o	o	o	o	
imago	Imago	lr-fbneo	o	o	o	o	o	
imekura	[Adult] Imekura Mahjong	lr-mame	o	o	o	o	kb	
imgfight	Image Fight	lr-fbneo	o	o	o	o	o	
imolagp	Imola Grand Prix	lr-mame	o	o	x	o	o	Some background colors drawing on sprites
imsorry	I'm Sorry	lr-fbneo	o	o	o	o	o	
inca	[Adult] Inca	lr-mame	o	o	o	o	o	
indianbt	Indian Battle	lr-mame2016	o	o	o	o	o	
indyheat	Danny Sullivan's Indy Heat	lr-mame	o	o	o	o	o	Trigger to accelerate
indytemp	Indiana Jones and the Temple of Doom	lr-mame2016	o	o	o	o	o	Need bios ataris1
inferno	Inferno (Williams)	lr-mame2015	o	o	o	o	o	Dual analog. Need 2015, since lr-mame and lr-mame2016 have R-Analog bug
insector	[Proto] Insector	lr-mame2016	o	o	o	o	o	
insectx	Insector X	lr-fbneo	o	o	o	o	o	
intcup94	International Cup '94	lr-fbneo	o	o	o	o	o	Clone: (hthero94) hold START first run to bypass Test prompt
inthunt	In the Hunt	lr-fbneo	o	o	o	o	o	
intrepid	Intrepid	lr-fbneo	o	o	o	o	o	
inufuku	Quiz & Variety Sukusuku Inufuku	lr-fbneo	o	o	o	o	o	
invad2ct	Space Invaders II	lr-mame2016	o	o	o	o	o	
invaddlx	Space Invaders Deluxe	lr-mame	o	o	o	x	o	2015-current add color overlay. 2015 too slow. 2016 renders overlay upside down (flipping misaligns overlay). lr-mame audio/sample issues. Pick your poison. Recommend lr-mame with incorrect audio
invaders	Space Invaders	lr-mame2015	o	o	o	o	o	Clone: (cosmicmo). 2015 is best for S.I for color overlay. 2016 flips incorrectly. lr-mame audio/sample issues.
invadpt2	Space Invaders Part II	lr-mame2016	o	o	o	o	o	
invds	Invinco / Deep Scan	lr-mame	o	o	o	o	o	Triangle toggles game type
invho2	Invinco / Head On 2	lr-mame	o	o	o	o	o	X toggles game type
invinco	Invinco	lr-mame	o	o	o	o	o	Works perfectly with lr-mame (only)
invrvnge	Invader's Revenge	lr-mame	o	o	o	-	o	Download/install samples
inyourfa	[Proto] In Your Face	lr-fbneo	o	o	o	o	o	
ipminvad	IPM Invader	lr-mame2016	o	o	o	o	o	Some pops in audio. Download/install samples
iqblock	IQ-Block	lr-fbneo	o	o	o	o	o	
irobot	I, Robot	lr-mame2016	o	o	o	o	o	
ironclad	Ironclad	lr-fbneo	o	o	o	o	o	NEO-GEO
ironfort	Iron Fortress	lr-fbneo	?	-	o	o	o	Gameplay is 60fps, but menus are <35 FPS.
ironhors	Iron Horse	lr-fbneo	o	o	o	o	o	Clone (dairesya)
irrmaze	Irritating Maze, The	lr-fbneo	o	o	o	o	tb	NEO-GEO; Custom cabinet
itaten	Itazura Tenshi	lr-fbneo	o	o	o	o	o	
ixion	[Proto] Ixion	lr-fbneo	o	o	o	o	o	Works with any version of MAME
jack	Jack the Giantkiller	lr-fbneo	o	o	o	o	o	Clone: (treahunt)
jackal	Jackal	lr-fbneo	o	o	o	o	o	Clone: (topgunbl)
jackrabt	Jack Rabbit	lr-mame2016	o	o	o	o	o	
jailbrek	Jail Break	lr-fbneo	o	o	o	o	o	Clone: (manhatan)
jajamaru	Vs. Ninja Jajamaru Kun	lr-mame2016	o	o	o	o	o	
janjans1	[Adult] Lovely Pop Mahjong Jangjang Shimasho	lr-fbneo	o	o	o	o	kb	
janjans2	[Adult] Lovely Pop Mahjong Jang Jang Shimasho 2	lr-fbneo	o	o	o	o	kb	
janptr96	[Adult] Janputer '96	lr-mame2016	o	o	o	o	kb	
janshin	Janshin Densetsu: Quest of Jongmaster	lr-fbneo	o	o	o	o	o	NEO-GEO
jchan	Jackie Chan: The Kung-Fu Master	lr-fbneo	?	o	o	o	o	
jchan2	Jackie Chan in Fists of Fire	lr-fbneo	?	o	o	o	o	
jcross	Jumping Cross	lr-fbneo	o	o	o	o	o	
jdreddp	[Proto] Judge Dredd	lr-fbneo		o	o	o	o	No CHD file needed for this location prototype
jedi	Return of the Jedi	lr-fbneo	o	o	o	o	o	
jin	Jin	lr-fbneo	o	o	o	o	o	
jitsupro	Jitsuryoku!! Pro Yakyuu	lr-fbneo	o	o	o	o	o	It's Bases Loaded for the arcade!
jjack	Jumping Jack	lr-fbneo	o	o	o	o	o	
jjparad2	[Adult] Jan Jan Paradise 2	lr-fbneo	o	o	o	o	kb	
jjparads	[Adult] Jan Jan Paradise	lr-fbneo	o	o	o	o	kb	
jjsquawk	J.J. Squawkers	lr-fbneo	o	o	o	o	o	
jmpbreak	Jumping Break	lr-fbneo	?	o	o	o	o	
jngolady	Jangou Lady	lr-mame2016	o	o	o	o	o	Requires keyboard
jockeygp	Jockey Grand Prix	lr-fbneo	o	o	o	o	o	NEO-GEO
joemac	Joe & Mac	lr-fbneo	o	o	o	o	o	
joemacr	Joe & Mac Returns	lr-fbneo	o	o	o	o	o	
joinem	Joinem	lr-fbneo	o	o	o	o	o	
jojo	Jojo's Venture	lr-fbneo	o	o	o	o	o	CPS3; Requires jojo.img in subfolder
jojoba	JoJo's Bizarre Adventure	lr-fbneo	o	o	o	o	o	CPS3; Requires jojoba.img in subfolder
jollyjgr	Jolly Jogger	lr-fbneo	o	o	o	o	o	
jongpute	Jongputer	lr-mame	o	o	o	o	o	Very old Mahjong game
josvolly	Joshi Volleyball	lr-mame2016	o	o	o	o	o	
journey	Journey	lr-fbneo	o	o	o	o	o	Download/install samples
joust	Joust	lr-fbneo	o	o	o	o	o	
joust2	Joust 2	lr-mame2016	o	o	o	o	o	
joyfulr	Joyful Road	lr-fbneo	o	o	o	o	o	Clone: (mnchmobl) Set L/R bumpers to grab left and right
joyjoy	Puzzled	lr-fbneo	o	o	o	o	o	NEO-GEO
joyman	Pac-Man (Bootleg: Joyman)	lr-fbneo	o	o	o	o	o	Pac-Man hack that is worth keeping
jpark	Jurassic Park	lr-mame2016	x	o	o	o	lg	
jrpacman	Jr. Pac-Man	lr-fbneo	o	o	o	o	o	
jsk	Joryuu Syougi Kyoushitsu	lr-mame2016	x	o	o	o	o	
jumpbug	Jump Bug	lr-fbneo	o	o	o	o	o	
jumpcoas	Jump Coaster	lr-fbneo	o	o	o	o	o	
jumpcoas	Jump Coaster	lr-fbneo	o	o	o	o	o	
jumpkids	Jump Kids	lr-fbneo	o	o	o	o	o	
jumpkun	Jump Kun	lr-fbneo	o	o	o	o	o	
jumppop	Jumping Pop (ESD)	lr-fbneo	o	o	o	o	o	
jumpshot	Jump Shot	lr-fbneo	o	o	o	o	o	
jungleh	Jungle Hunt	lr-fbneo	o	o	o	o	o	
junglek	Jungle King	lr-fbneo	o	o	o	o	o	Clone: (jungleby)
jungler	Jungler	lr-fbneo	o	o	o	o	o	
junofrst	Juno First	lr-fbneo	o	o	o	o	o	
jyangoku	Jyangokushi	lr-fbneo	o	o	o	o	o	
kabukikl	Kabuki Clash	lr-fbneo	o	o	o	o	o	NEO-GEO
kabukiz	Kabuki-Z	lr-fbneo	o	o	o	o	o	All the slidey goodness
kageki	Kageki	lr-fbneo	o	o	o	o	o	
kaiserkn	Kaiser Knuckle	lr-fbneo	o	o	o	o	o	Clone: (gblchmp)
kaitei	Kaitei Takara Sagashi	lr-fbneo	o	o	o	o	o	
kamenrid	Masked Riders Club	lr-fbneo	o	o	o	o	o	
kamikaze	Kamikaze	lr-mame2016	o	o	o	o	o	
kamikcab	Kamikaze Cabbie.	lr-fbneo	o	o	o	o	o	Clone: (yellowcbb)(yellowcbj) The ORIGINAL Crazy Taxi. Period at end of title is correct
kanatuen	[Adult] Kanatsuen no Onna	lr-mame	o	o	o	o	kb	
kangaroo	Kangaroo	lr-fbneo	o	o	o	o	o	Beautiful
kaos	Kaos	lr-mame2016	o	o	o	o	o	
karatblz	Karate Blazers	lr-fbneo	o	o	o	o	o	
karatour	Karate Tournament, The	lr-fbneo	o	o	o	o	o	
karianx	Karian Cross	lr-fbneo	o	o	o	o	o	
karnov	Karnov	lr-fbneo	o	o	o	o	o	
karnovr	Fighter's History Dynamite	lr-fbneo	o	o	o	o	o	NEO-GEO; US "Fighter's History Dynamite"; EU "Karnov's Revenge"
kazan	Ninja Kazan	lr-fbneo	o	o	o	o	o	Clone: (iganinju)
kbash	Knuckle Bash	lr-fbneo	o	o	o	o	o	
kbash2	Knuckle Bash 2 (Bootleg)	lr-fbneo	o	o	o	o	o	Requires a newer ROM, but then framerate tanks
kchamp	Karate Champ	lr-fbneo	o	o	o	o	o	Clone: (karatevs) (karatedo)
kchampvs	Karate Champ (Player vs Player)	lr-fbneo	o	o	o	o	o	
kdynastg	King of Dynast Gear	lr-mame2016	!	x	o	x	o	No audio
keithlcy	[Quiz] Dramatic Adventure Quiz: Keith & Lucy	lr-fbneo	o	o	o	o	o	
kengo	Ken-Go	lr-fbneo	o	o	o	o	o	
keroppi	Kero Kero Keroppi's Let's Play Together	lr-fbneo	o	o	o	o	o	
ket	Ketsui	lr-fbneo	?	o	o	o	o	Cave Game
kick	Kick	lr-fbneo	o	o	o	o	tb	Clone: (kickman)
kickboy	Kick Boy	lr-fbneo	o	o	o	o	o	
kicker	Kicker	lr-fbneo	o	o	o	o	o	Clone: (shaolins)(shaolinb)
kickgoal	Kick Goal	lr-fbneo	o	o	o	o	o	Works with all emulators, but most missing sound.
kicknrun	Kick and Run	lr-fbneo	o	o	o	o	o	Clone: (mexico86)
kickoff	Kick Off	lr-fbneo	o	o	o	o	o	
kickridr	Kick Rider	lr-fbneo	o	o	o	o	o	The original Road Rash!
kidniki	Kid Niki	lr-fbneo	o	o	o	o	o	Clone: (yanchamr, lithero)
kikcubic	Meikyu Jima	lr-fbneo	o	o	o	o	o	
kikikai	Kiki Kaikai	lr-fbneo	o	o	o	o	o	
kikstart	Kick Start	lr-fbneo	o	o	o	o	o	
killbld	Killing Blade, The	lr-fbneo	?	o	o	o	o	PGM
killcom	Killer Comet	lr-mame2016	o	o	o	o	o	
kingball	King and Balloon	lr-fbneo	o	o	o	o	o	
kingdmgp	Kingdom Grandprix	lr-fbneo	o	o	o	o	o	Clone: (shippumd) Raizing shooter... and racer
kingofb	King of Boxer	lr-fbneo	o	o	o	o	o	
kingpin	Kingpin	lr-mame2016	o	o	o	o	o	Mapped buttons (and triggers) to bets/holds
kirameki	[Quiz] Kirameki	lr-fbneo	o	o	o	o	o	
kirarast	[Adult] Ryuusei Janshi Kirara Star	lr-mame	o	o	o	o	kb	
kittenk	Kitten Kaboodle	lr-fbneo	o	o	o	o	o	Clone: (nyanpani)
kizuna	Kizuna Encounter	lr-fbneo	o	o	o	o	o	NEO-GEO
klax	Klax	lr-fbneo	o	o	o	o	o	
klondkp	Klondike+	lr-fbneo	o	o	o	o	o	
knckhead	Knuckle Heads	advmame	o	o	o	o	o	namcona1.c driver does not work with lr-mame or lr-mame2016 (black screen). Tinny audio. Use Magnification 3X
kncljoe	Knuckle Joe	lr-fbneo	o	o	o	o	o	
kngtmare	[Proto] Knightmare	lr-mame2016	o	o	o	-	o	No sound, probably due to prototype
knightb	Knight Boy	lr-fbneo	o	o	o	o	o	
knights	Knights of the Round	lr-fbneo	o	o	o	o	o	Using generic MAME/HotRod cabinet artwork
kod	King of Dragons, The	lr-fbneo	o	o	o	o	o	
kof2000	King of Fighters 2000, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof2001	King of Fighters 2001, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red Clone: (cthd2003) (cthd2k3a, ct2k3sa, ct2k3sp)
kof2002	King of Fighters 2002, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof2003	King of Fighters 2003, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof94	King of Fighters '94, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof95	King of Fighters '95, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof96	King of Fighters '96, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof97	King of Fighters '97, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof98	King of Fighters '98, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
kof99	King of Fighters '99, The	lr-fbneo	o	o	o	o	o	NEO-GEO; Red
koikoi	Koi Koi Part 2	lr-mame2016	o	o	o	o	kb	
koikois	[Adult] Koi Koi Shimasho	lr-mame	o	o	o	o	kb	
koikois2	[Adult] Koi Koi Shimasho 2	lr-fbneo	o	o	o	o	kb	
koikois2	Koi Koi Shimasho 2	lr-fbneo	o	o	o	o	o	
kok	Povar	lr-mame2016	o	o	o	o	o	Russian Spectrum games
kollon	Kollon	lr-mame2010	!	-	o	o	o	CHD required; 2010 is fastest, but stil slow.
konami88	Konami '88	lr-fbneo	o	o	o	o	o	
konamigt	Konami GT	lr-fbneo	o	o	o	o	o	Clone: (rf2)
konek	Konek-Gorbunok (Russia)	lr-mame2016	o	o	o	o	o	
kong	Donkey Kong (Hack: Kong)	lr-fbneo	o	o	o	o	o	
kong2600	Donkey Kong (Hack: 2600 Graphics)	lr-fbneo	o	o	o	o	o	
korokoro	Koro Koro Quest	lr-fbneo	o	o	o	o	o	The heck? One dice roll and if you lose, game over?
koroleva	Snezhnaja Koroleva	lr-mame2016	o	o	o	o	o	
koshien	Ah Eikou no Koshien	lr-fbneo	o	o	o	o	o	
kothello	Kyuukyoku no Othello	lr-mame2016	o	o	o	o	o	
kotm	King of the Monsters	lr-fbneo	o	o	o	o	o	NEO-GEO
kotm2	King of the Monsters 2	lr-fbneo	o	o	o	o	o	NEO-GEO
kouyakyu	Koukou Yakyuu, The	lr-mame2016	o	o	o	o	o	
kov	Knights of Valour	lr-fbneo	o	o	o	o	o	
kov2	Knights of Valour 2	lr-fbneo	o	o	o	o	o	
kovplus	Knights of Valour Plus	lr-fbneo	o	o	o	o	o	
kovsh	Knights of Valour Super Heroes	lr-fbneo	o	o	o	o	o	PGM; Set region to World for English
kovshp	Knights of Valour Super Heroes Plus	lr-fbneo	o	o	o	o	o	PGM
kovshxas	Knights of Valour Aoshi Sanguo	lr-fbneo	o	o	o	o	o	PGM; Set region to World for English
kozure	Kozure Ookami	lr-fbneo	o	o	o	o	o	Renamed old rom (kodure)
kram	Kram	lr-fbneo	o	o	o	o	o	
kroozr	Kozmik Kroozr	lr-fbneo	o	o	o	o	o	Use L/R bumpers to change aim
krull	Krull	lr-mame2015	o	o	o	o	o	Use R-Stick control (firing Glave). lr-mame and 2016 can't handle directional firing propery with R-Stick
krzybowl	Krazy Bowl	lr-fbneo	o	o	o	o	tb	Excellent bowling game
ksayakyu	Kusa Yakyuu	lr-fbneo	o	o	o	o	o	
kungfum	Kung-Fu Master	lr-fbneo	o	o	o	o	o	Clone: (kungfub, kungfub2, kungfub3, spartanx)
kungfut	Kung-Fu Tai Kun	lr-fbneo	o	o	o	o	o	
kurikint	Kuri Kinton	lr-fbneo	o	o	o	o	o	
kyros	Kyros no Yakata	lr-fbneo	o	o	o	o	o	
kyukaidk	Kyuukai Douchuuki	lr-fbneo	o	o	o	o	o	I can't understand what I'm doing. Button mash and then play baseball.
kyustrkr	Last Striker	lr-fbneo	o	o	o	o	o	
ladybug	Lady Bug	lr-fbneo	o	o	o	o	o	
ladyfrog	Lady Frog	lr-mame2016	o	o	o	o	o	
ladygolf	Vs. Stroke & Match Golf (Ladies)	lr-mame2016	o	o	o	o	o	
ladykill	[Adult] Lady Killer	lr-fbneo	o	o	o	o	o	
ladymstr	Lady Master	lr-fbneo	o	o	o	o	o	Clone: (nunchaku)
lagirl	[Adult] LA Girl	lr-fbneo	o	o	o	o	o	
lagunar	Laguna Racer	lr-mame	o	o	o	x	o	No sound
landbrk	[Adult] Land Breaker	lr-fbneo	o	o	o	o	o	
landmakr	Land Maker	lr-fbneo	o	o	o	o	o	Had to initialize with "Test Switch"
laserbat	Laser Battle	lr-mame	o	o	o	o	o	
lasso	Lasso	lr-fbneo	o	o	o	o	o	
lastapos	Last Apostle Puppetshow, The	lr-mame	!	o	o	x	o	Clone: (reikaids). Audio pops. Play "Chinese Exorcist" (reikaids), which works with lr-mame2003-Plus
lastblad	Last Blade, The	lr-fbneo	o	o	o	o	o	NEO-GEO Clone: (lastsold)
lastbld2	Last Blade 2, The	lr-fbneo	o	o	o	o	o	NEO-GEO
lastday	Last Day, The	lr-fbneo	o	o	o	o	o	
lastduel	Last Duel	lr-fbneo	o	o	o	o	o	
lastfght	Last Fighting	lr-mame2016	o	o	o	x	-	Bomberman clone; No audio. Character moves stupidly fast.
lastfort	[Adult] Last Fortress	lr-fbneo	o	o	o	o	o	
lasthope	[Homebrew] Last Hope	lr-fbneo	o	o	o	o	o	NEO-GEO
lastkm	Last KM	lr-fbneo	o	o	o	o	o	
lastmisn	Last Mission	lr-fbneo	o	o	o	o	o	Time Pilot type of gameplay
lastsurv	Last Survivor	lr-fbneo	o	o	o	o	o	
lazercmd	Lazer Command	lr-mame2016	o	o	o	o	o	Software color overlay
lbgrande	Libero Grande	lr-mame2010	x	-	-	-	o	Sega Titan. Best with 2010 on Pi4B
lbowling	League Bowling	lr-fbneo	o	o	o	o	o	NEO-GEO
ldrun	Lode Runner	lr-fbneo	o	o	o	o	o	
ldrun2	Lode Runner II	lr-fbneo	o	o	o	o	o	
ldrun3	Lode Runner III	lr-fbneo	o	o	o	o	o	
ldrun4	Lode Runner IV	lr-fbneo	o	o	o	o	o	
le2	Lethal Enforcers II	lr-mame2016	o	o	o	o	lg	
leadang	Lead Angle	lr-fbneo	o	o	o	o	o	Clone: (deadang, ghunter, ghunters)
leds2011	Led Storm Rally 2011	lr-fbneo	o	o	o	o	o	
leds2011u	Led Storm Rally 2011 (US)	lr-fbneo	o	o	o	o	o	
legend	Legend	lr-fbneo	o	o	o	o	o	
legendoh	Legend of Heroes	lr-fbneo	o	o	o	o	o	
legendos	Legend of Success Joe	lr-fbneo	o	o	o	o	o	NEO-GEO
legion	Legion	lr-fbneo	o	o	o	o	o	
legionna	Legionnaire	lr-fbneo	o	o	o	o	o	
lemmings	[Proto] Lemmings	lr-fbneo	o	o	o	o	tb	Best with trackball or mouse
leprechn	Leprechaun	lr-mame2016	o	o	o	o	o	
